Index,CWE,Vulnerable,relation-with-Top-3,#relevant-top-3,relations,similar-id-1,similar-id-2,similar-id-3,similar-id-4,similar-id-5,similar-id-6,similar-id-7,similar-id-8,similar-id-9,similar-id-10
7176,20,0,Yes,1,Same weakness,1240,20,,,,,,,,
7177,732,0,Yes,1,732 and 1256 are siblings,1256,,,,,,,,,
7178,189,0,No,0,,1323,1299,,,,,,,,
7179,399,0,No,0,,1086,1056,1060,403,923,913,1122,590,1058,435
7180,125,0,Yes,1,127 ChildOf 125,64,1075,546,583,336,1114,127,82,393,683
7181,362,0,No,0,,1278,1236,190,1385,250,35,188,1232,1246,1267
7183,20,0,No,0,,183,95,216,1296,187,8,391,314,563,1112
7184,362,0,No,0,,93,38,42,49,55,44,46,45,663,797
7185,20,0,No,0,,1096,590,1041,,,,,,,
7186,254,0,No,0,,28,26,1099,426,1281,778,119,1083,1275,134
7187,254,0,No,0,,1256,,,,,,,,,
7188,189,0,No,0,,653,460,498,1119,1118,940,1092,161,1055,163
7189,611,0,No,0,,1330,1341,,,,,,,,
7190,190,0,No,0,,455,,,,,,,,,
7191,416,0,No,0,,1240,,,,,,,,,
7193,189,0,No,0,,122,96,421,157,234,561,121,149,178,230
7194,416,0,No,0,,1106,785,1076,436,1100,1124,599,795,1068,1090
7195,200,0,No,0,,1235,34,612,244,1243,1342,262,31,641,707
7196,732,0,No,0,,26,28,616,1047,621,1083,426,1071,415,119
7197,362,0,No,0,,1078,39,40,341,229,545,267,469,1324,447
7198,909,0,No,0,,1326,1223,319,1389,828,611,1297,,,
7200,264,0,No,0,,1296,673,908,1087,382,95,563,771,216,183
7202,125,0,No,0,,,,,,,,,,,
7203,119,0,Yes,1,1339 CanPrecede 119,1268,1269,1300,760,1339,,,,,
7205,254,0,No,0,,545,1078,40,268,59,39,564,148,613,341
7206,416,0,No,0,,1124,6,318,215,1076,436,1082,1106,1100,786
7207,125,0,No,0,,1248,34,244,31,1342,263,1243,577,1235,1295
7208,284,0,No,0,,598,546,551,683,1394,1113,1057,,,
7211,189,0,No,0,,1282,365,186,552,76,918,291,29,24,1115
7212,362,0,Yes,1,689 ChildOf 362,122,14,157,121,83,96,1038,689,230,422
7213,119,0,No,0,,,,,,,,,,,
7214,264,0,No,0,,1268,116,1339,1224,1220,416,760,1269,1300,88
7215,119,0,No,0,,1064,433,396,605,111,1312,1054,1284,1279,415
7217,416,0,No,0,,,,,,,,,,,
7218,20,0,No,0,,1117,590,615,25,1096,913,435,403,923,1058
7219,416,0,No,0,,,,,,,,,,,
7220,200,0,No,0,,,,,,,,,,,
7221,20,0,No,0,,225,443,516,755,323,258,570,571,176,554
7224,264,0,No,0,,1240,20,,,,,,,,
7225,254,0,No,0,,1234,1331,,,,,,,,
7226,399,0,No,0,,1240,,,,,,,,,
7227,264,0,No,0,,468,608,12,232,331,525,132,218,423,536
7228,20,0,No,0,,1261,1332,1251,362,,,,,,
7229,125,0,Yes,1,125 and 786 are siblings,436,6,619,1124,318,1100,786,1076,92,780
7230,264,0,No,0,,14,117,83,109,129,151,491,289,789,157
7231,732,0,No,0,,14,117,83,109,129,151,97,311,431,121
7232,754,0,No,0,,1240,,,,,,,,,
7235,284,0,No,0,,,,,,,,,,,
7236,20,0,No,0,,,,,,,,,,,
7237,772,0,No,0,,,,,,,,,,,
7238,119,0,No,0,,,,,,,,,,,
7239,22,0,No,0,,,,,,,,,,,
7241,119,0,No,0,,1224,1022,1316,,,,,,,
7242,189,0,No,0,,1320,520,1209,502,250,539,34,1232,578,31
7243,200,0,No,0,,,,,,,,,,,
7244,416,0,No,0,,531,93,37,42,55,191,46,49,628,47
7245,399,0,No,0,,546,682,91,583,1114,82,64,1063,81,1095
7246,284,0,No,0,,93,43,304,657,156,681,56,42,926,46
7247,20,0,No,0,,391,805,410,181,1110,253,494,90,773,333
7248,119,0,No,0,,613,1078,281,104,40,39,510,366,614,697
7249,362,0,Yes,1,61 Requires 362,667,1116,527,567,316,184,61,917,925,106
7250,264,0,No,0,,,,,,,,,,,
7251,119,0,No,0,,,,,,,,,,,
7252,416,0,No,0,,1242,605,1094,1074,547,1284,1085,664,618,1392
7253,287,0,Yes,1,1390 ChildOf 287,50,548,185,835,596,832,333,51,657,1390
7254,200,0,No,0,,,,,,,,,,,
7255,835,0,No,0,,,,,,,,,,,
7256,134,0,No,0,,,,,,,,,,,
7257,399,0,No,0,,1331,1234,1286,1301,1282,666,1289,837,501,807
7258,399,0,No,0,,1342,1243,34,244,31,1235,262,1248,612,312
7259,254,0,No,0,,1299,1351,1256,1323,,,,,,
7260,20,0,No,0,,1240,,,,,,,,,
7261,20,0,No,0,,330,315,160,1123,162,1055,1121,1296,164,1119
7262,400,0,No,0,,1240,20,,,,,,,,
7263,189,0,No,0,,,,,,,,,,,
7264,20,0,No,0,,785,599,436,1106,795,1076,1090,1126,317,1100
7266,772,0,No,0,,1260,1278,250,1232,1320,1283,209,488,648,1236
7268,416,0,No,0,,,,,,,,,,,
7269,254,0,No,0,,552,770,1282,1310,33,626,,,,
7270,200,0,No,0,,122,178,568,561,628,47,149,421,514,241
7271,20,0,No,0,,93,42,49,46,44,55,38,663,45,797
7272,399,0,No,0,,35,1267,1039,1246,1385,662,190,1328,1236,89
7273,755,0,No,0,,,,,,,,,,,
7275,787,0,No,0,,1125,1049,567,106,61,1004,1315,667,213,777
7276,264,0,No,0,,467,1394,572,834,775,551,1105,598,64,583
7277,772,0,No,0,,1342,34,1243,244,263,31,1235,312,641,1248
7279,19,0,No,0,,,,,,,,,,,
7280,362,0,No,0,,1240,,,,,,,,,
7281,119,0,No,0,,1240,,,,,,,,,
7282,476,0,No,0,,,,,,,,,,,
7283,119,0,No,0,,,,,,,,,,,
7284,416,0,No,0,,1192,329,207,1077,1254,843,829,759,472,1233
7285,416,0,No,0,,48,56,54,657,500,550,783,596,42,43
7286,399,0,No,0,,1119,1092,1093,1118,146,92,141,653,23,914
7287,399,0,No,0,,,,,,,,,,,
7288,264,0,No,0,,,,,,,,,,,
7293,20,0,No,0,,415,457,1054,1071,111,1064,1384,1281,1312,26
7294,79,0,No,0,,1282,918,1266,1115,24,1289,29,1193,291,27
7295,416,0,No,0,,1124,786,318,686,1076,436,595,785,6,619
7296,416,0,No,0,,179,1090,1025,772,,,,,,
7297,416,0,No,0,,1240,20,,,,,,,,
7298,125,0,No,0,,1240,,,,,,,,,
7301,119,0,No,0,,439,674,1187,607,528,495,305,733,394,279
7302,264,0,No,0,,,,,,,,,,,
7304,189,0,No,0,,1058,1061,467,598,511,551,1057,1105,489,1086
7306,416,0,No,0,,1317,1191,830,1274,226,1322,1221,,,
7307,119,0,No,0,,,,,,,,,,,
7308,189,0,No,0,,,,,,,,,,,
7309,20,0,No,0,,,,,,,,,,,
7310,20,0,No,0,,657,56,48,54,198,783,500,156,44,42
7311,835,0,No,0,,,,,,,,,,,
7312,416,0,No,0,,524,761,86,615,597,762,158,145,66,1262
7313,119,0,No,0,,1240,,,,,,,,,
7314,399,0,No,0,,250,1260,1385,1232,470,1278,1204,1236,648,642
7315,399,0,No,0,,1240,,,,,,,,,
7316,264,0,No,0,,594,1282,574,1301,1331,338,1289,1391,1285,197
7317,120,0,No,0,,95,216,1296,183,391,8,187,623,425,314
7318,125,0,No,0,,122,96,234,421,83,157,568,121,109,47
7320,189,0,No,0,,1290,1252,1311,1317,1274,1259,1302,497,,
7321,369,0,No,0,,1268,760,88,1269,116,1239,1224,1222,1300,1303
7322,20,0,Yes,1,20 and 138 are siblings,1315,138,1275,110,61,1125,1104,777,246,134
7324,20,0,No,0,,1106,436,785,599,1076,6,573,1091,1124,36
7326,20,0,No,0,,,,,,,,,,,
7327,404,0,No,0,,1240,,,,,,,,,
7328,399,0,No,0,,1241,276,377,231,346,172,390,237,342,340
7329,264,0,No,0,,1393,426,308,80,138,1099,246,1104,1281,
7330,617,0,No,0,,1050,615,749,590,72,1041,383,1102,1096,86
7331,200,0,No,0,,1097,1094,,,,,,,,
7333,416,0,No,0,,327,1341,1291,1330,1007,,,,,
7334,399,0,No,0,,,,,,,,,,,
7335,20,0,Yes,1,20 ChildOf 707,612,492,312,1235,707,262,626,1282,30,29
7336,119,0,Yes,1,190 CanPrecede 119,190,1278,188,35,1385,1236,250,642,1232,1039
7337,772,0,No,0,,,,,,,,,,,
7339,190,0,No,0,,64,583,546,1075,127,683,393,82,1114,401
7341,20,0,No,0,,316,1104,1125,1049,1319,777,567,61,1116,1109
7342,264,0,No,0,,1326,1338,1223,22,1273,828,838,1389,297,78
7343,119,0,No,0,,1331,,,,,,,,,
7344,79,0,No,0,,,,,,,,,,,
7346,190,0,No,0,,,,,,,,,,,
7347,190,0,No,0,,1331,1234,527,807,1301,1272,925,501,379,65
7348,399,0,No,0,,1221,226,831,1191,1322,1318,830,79,1317,497
7349,704,0,No,0,,1299,1240,,,,,,,,
7350,190,0,No,0,,488,,,,,,,,,
7351,119,0,No,0,,1240,,,,,,,,,
7352,20,0,No,0,,1224,,,,,,,,,
7353,399,0,No,0,,1072,1095,624,622,1052,1067,1069,91,603,1090
7354,362,0,No,0,,43,56,156,657,48,54,304,926,458,783
7355,399,0,No,0,,1301,1331,837,1289,601,1234,24,1282,1286,338
7356,125,0,No,0,,415,1071,111,1064,457,621,1054,1070,1312,1334
7357,787,0,No,0,,1089,1085,1094,765,1120,1042,1084,779,1074,1046
7358,416,0,No,0,,1240,,,,,,,,,
7359,264,0,No,0,,1246,1267,1039,35,662,829,207,89,1264,759
7360,264,0,No,0,,,,,,,,,,,
7361,787,0,No,0,,,,,,,,,,,
7362,416,0,No,0,,,,,,,,,,,
7363,190,0,No,0,,,,,,,,,,,
7364,125,0,No,0,,494,585,52,221,410,391,1098,333,593,51
7366,416,0,No,0,,1273,94,1338,226,1326,830,1221,831,79,297
7367,119,0,No,0,,1317,830,74,226,1191,1221,1318,497,831,1252
7368,20,0,No,0,,,,,,,,,,,
7369,125,0,No,0,,,,,,,,,,,
7370,190,0,No,0,,1326,,,,,,,,,
7372,20,0,No,0,,1119,1092,146,23,1093,141,1118,1055,1101,684
7374,189,0,No,0,,1240,,,,,,,,,
7375,416,0,No,0,,1240,20,,,,,,,,
7376,119,0,Yes,1,1339 CanPrecede 119,1224,1220,1339,1268,591,116,1316,416,1022,1269
7377,119,0,Yes,1,128 CanPrecede 119,108,71,148,638,348,669,587,688,564,128
7378,835,0,No,0,,1095,1052,1072,622,126,603,1090,1067,784,1127
7379,362,0,No,0,,1235,,,,,,,,,
7380,189,0,No,0,,,,,,,,,,,
7381,476,0,No,0,,,,,,,,,,,
7382,125,0,No,0,,1292,,,,,,,,,
7383,388,0,No,0,,433,605,463,1284,1312,396,1242,1094,1074,111
7384,264,0,No,0,,1223,1326,1389,319,828,1297,650,942,1292,22
7386,399,0,No,0,,28,616,1176,1099,26,119,1083,80,426,134
7388,200,0,No,0,,,,,,,,,,,
7389,119,0,No,0,,,,,,,,,,,
7390,264,0,No,0,,1062,90,53,410,369,593,391,52,494,253
7391,189,0,No,0,,1326,1223,,,,,,,,
7392,20,0,No,0,,1282,1115,291,552,186,,,,,
7393,125,0,No,0,,1331,1286,666,1289,837,252,1301,65,1272,527
7396,119,0,No,0,,86,615,245,586,1262,590,692,749,582,374
7400,399,0,No,0,,551,1061,1394,572,598,1058,489,511,1057,219
7401,119,0,No,0,,1296,563,216,1087,908,95,183,771,673,1079
7402,416,0,No,0,,1076,436,780,1124,1100,36,1106,1068,6,147
7403,264,0,No,0,,,,,,,,,,,
7404,399,0,No,0,,1094,779,605,77,1085,765,1089,1097,664,597
7406,119,0,No,0,,605,1312,396,433,1064,111,1284,415,360,621
7408,20,0,Yes,1,1287 ChildOf 20,1085,1089,1097,1094,765,664,1074,1164,597,1287
7409,772,0,No,0,,653,909,1055,144,143,142,330,1118,315,767
7410,20,0,No,0,,427,,,,,,,,,
7411,20,0,No,0,,509,182,173,508,608,309,269,439,676,495
7412,189,0,No,0,,226,1191,1221,831,830,74,79,1317,1318,94
7413,416,0,No,0,,545,248,59,1078,268,148,613,39,40,480
7414,732,0,No,0,,410,805,391,494,253,1062,1098,593,326,53
7415,264,0,No,0,,14,83,109,151,431,97,129,117,491,122
7417,399,0,No,0,,1054,111,1064,1276,1312,1281,558,621,433,360
7418,119,0,No,0,,1240,,,,,,,,,
7419,20,0,No,0,,1193,29,33,1229,30,1282,1310,552,32,1115
7420,264,0,No,0,,362,1251,,,,,,,,
7422,404,0,No,0,,1224,1316,1231,1022,1274,1314,,,,
7423,189,0,No,0,,,,,,,,,,,
7424,362,0,No,0,,,,,,,,,,,
7425,119,0,Yes,1,131 CanPrecede 119,705,345,434,696,791,131,115,228,1111,402
7426,399,0,No,0,,1091,1126,1088,1090,603,532,599,103,1052,540
7428,200,0,No,0,,317,313,540,154,785,627,787,436,599,1106
7429,399,0,No,0,,,,,,,,,,,
7430,287,0,No,0,,330,160,162,1123,315,164,455,404,1333,922
7431,416,0,No,0,,1321,1295,920,34,1247,244,31,577,263,1248
7432,119,0,No,0,,340,347,276,75,283,1241,756,377,592,496
7433,125,0,No,0,,,,,,,,,,,
7434,399,0,No,0,,,,,,,,,,,
7437,362,0,No,0,,1095,1072,1052,126,622,624,603,583,179,784
7438,119,0,No,0,,574,1282,594,1301,1189,1391,1289,782,1024,338
7440,254,0,No,0,,1193,1115,1282,32,24,33,757,30,291,27
7442,772,0,No,0,,,,,,,,,,,
7443,264,0,No,0,,683,336,546,64,428,202,82,583,1258,401
7444,264,0,No,0,,427,,,,,,,,,
7445,119,0,No,0,,,,,,,,,,,
7446,20,0,No,0,,588,522,710,691,537,220,174,167,790,523
7447,416,0,No,0,,1303,1222,1300,1268,760,88,207,829,329,1269
7448,20,0,Yes,2,"20 and 463 are siblings, 1284 ChildOf 20",433,1312,605,463,1284,1164,1074,664,1064,1242
7449,476,0,No,0,,626,1282,1173,206,707,33,32,826,312,29
7451,189,0,No,0,,250,1232,1278,1260,1320,1385,1283,488,209,470
7452,416,0,No,0,,391,487,425,476,306,796,410,477,314,484
7453,310,0,No,0,,8,391,623,314,487,477,788,430,625,95
7454,119,0,No,0,,662,35,1246,1267,1233,89,1039,207,329,759
7457,200,0,No,0,,1240,20,,,,,,,,
7458,476,0,No,0,,,,,,,,,,,
7459,119,0,No,0,,,,,,,,,,,
7460,190,0,No,0,,,,,,,,,,,
7461,59,0,No,0,,1240,,,,,,,,,
7462,264,0,No,0,,667,917,316,567,1049,184,527,925,1116,1004
7463,20,0,Yes,2,"1289 ChildOf 20, 1286 ChildOf 20",1331,837,1301,1391,1289,338,1286,601,501,1234
7465,119,0,No,0,,,,,,,,,,,
7466,254,0,No,0,,657,56,48,54,198,500,783,596,273,550
7467,119,0,No,0,,1329,,,,,,,,,
7468,264,0,No,0,,1118,1119,1092,1093,684,146,23,92,914,141
7470,20,0,No,0,,,,,,,,,,,
7471,416,0,No,0,,31,34,1342,262,1235,1243,244,1248,612,641
7472,399,0,No,0,,1104,138,1109,1393,1315,1047,246,363,1125,134
7473,189,0,No,0,,1251,362,359,798,,,,,,
7474,200,0,Yes,2,"200 and 1331 are siblings, 1272 CanPrecede 200",1331,807,1234,242,527,316,252,1272,863,562
7475,20,0,No,0,,51,494,395,50,52,53,185,793,596,333
7476,787,0,No,0,,340,75,756,347,276,592,377,1174,283,1241
7477,200,0,Yes,1,200 and 491 are siblings,97,482,14,491,83,789,311,794,384,108
7478,20,0,No,0,,528,607,541,278,233,118,614,687,706,40
7479,476,0,No,0,,,,,,,,,,,
7480,264,0,No,0,,1233,1264,207,662,829,350,843,472,35,759
7481,119,0,Yes,1,125 ChildOf 119,1310,30,33,1253,1282,626,552,125,1229,29
7482,416,0,No,0,,35,1267,1246,1039,662,89,1385,1278,1328,
7483,119,0,No,0,,179,1090,1091,772,603,1052,785,1069,622,317
7484,362,0,No,0,,1058,257,1122,1056,551,1086,511,467,1021,1096
7485,20,0,No,0,,,,,,,,,,,
7486,787,0,No,0,,,,,,,,,,,
7487,20,0,No,0,,,,,,,,,,,
7488,125,0,No,0,,,,,,,,,,,
7489,189,0,No,0,,,,,,,,,,,
7492,189,0,No,0,,42,49,46,55,44,93,38,45,797,663
7496,20,0,No,0,,1261,,,,,,,,,
7498,119,0,No,0,,1118,146,141,1119,1092,92,23,498,1093,684
7499,284,0,No,0,,,,,,,,,,,
7500,416,0,No,0,,596,832,1390,56,657,555,54,48,185,783
7501,611,0,No,0,,1240,,,,,,,,,
7502,254,0,No,0,,391,484,1110,180,410,326,425,314,409,487
7503,119,0,No,0,,1240,,,,,,,,,
7504,119,0,No,0,,,,,,,,,,,
7505,264,0,No,0,,1329,,,,,,,,,
7506,119,0,No,0,,1317,1322,226,1191,1318,497,74,830,1221,831
7507,189,0,No,0,,662,,,,,,,,,
7508,189,0,No,0,,1240,,,,,,,,,
7509,416,0,No,0,,1329,1257,,,,,,,,
7510,772,0,No,0,,1240,,,,,,,,,
7511,125,0,No,0,,1240,20,,,,,,,,
7512,20,0,No,0,,1351,,,,,,,,,
7513,200,0,No,0,,619,92,766,595,1092,1101,413,1118,124,150
7514,399,0,No,0,,,,,,,,,,,
7516,22,0,No,0,,,,,,,,,,,
7517,20,0,No,0,,,,,,,,,,,
7519,200,0,No,0,,,,,,,,,,,
7520,399,0,No,0,,,,,,,,,,,
7522,119,0,No,0,,587,153,152,159,708,108,5,83,97,763
7524,20,0,No,0,,608,525,132,218,12,423,468,232,247,292
7525,732,0,No,0,,330,1123,315,160,162,1055,164,653,1121,1118
7526,20,0,No,0,,,,,,,,,,,
7527,369,0,No,0,,1071,637,415,521,1070,1064,111,825,621,1312
7531,416,0,No,0,,91,82,1063,1052,1095,81,1069,401,682,583
7532,264,0,No,0,,1331,1286,1234,1289,527,252,1301,807,379,562
7534,119,0,Yes,1,1260 CanPrecede 119,502,250,488,400,1232,1209,1260,1320,1283,1385
7536,125,0,No,0,,230,422,121,157,122,14,689,109,83,15
7537,415,0,No,0,,1320,502,400,1232,250,488,520,1260,1385,1278
7538,772,0,No,0,,,,,,,,,,,
7539,399,0,No,0,,1331,837,1282,1234,501,1301,1289,1286,601,527
7540,119,0,No,0,,1240,,,,,,,,,
7541,399,0,No,0,,61,616,1315,138,1319,1104,777,1125,246,1049
7542,264,0,No,0,,615,256,590,243,1080,1050,25,1096,1102,1117
7543,119,0,No,0,,329,,,,,,,,,
7544,119,0,No,0,,1224,1316,1022,1231,1302,1311,479,1274,1220,1268
7545,362,0,Yes,1,61 Requires 362,1049,106,1125,61,1315,667,567,316,138,62
7546,399,0,No,0,,1329,916,113,364,,,,,,
7547,20,0,Yes,2,"1289 ChildOf 20, 1286 ChildOf 20",1331,837,1289,1301,1286,1234,338,501,197,601
7548,264,0,No,0,,1289,837,1286,1331,1301,1234,601,65,1282,501
7549,416,0,No,0,,626,33,1282,30,29,707,32,125,612,826
7550,22,0,No,0,,1299,,,,,,,,,
7552,119,0,No,0,,1330,,,,,,,,,
7553,20,0,No,0,,1299,,,,,,,,,
7554,119,0,No,0,,1240,,,,,,,,,
7556,125,0,No,0,,91,1069,546,583,9,1075,81,603,1052,1063
7558,264,0,No,0,,,,,,,,,,,
7559,119,0,No,0,,1122,1058,1086,551,1056,1096,257,403,615,489
7560,362,0,No,0,,1261,1304,1250,,,,,,,
7561,284,0,No,0,,626,312,33,1235,612,647,492,262,764,32
7562,20,0,No,0,,1278,1385,250,1232,35,1283,1260,1245,642,1236
7563,200,0,No,0,,,,,,,,,,,
7564,264,0,No,0,,81,682,91,1072,546,583,1069,1063,1114,64
7565,200,0,Yes,1,200 and 608 are siblings,508,509,439,182,676,173,468,269,307,608
7568,125,0,Yes,1,125 and 805 are siblings,476,487,425,391,796,306,410,314,326,805
7569,119,0,No,0,,,,,,,,,,,
7570,362,0,No,0,,1261,,,,,,,,,
7571,119,0,Yes,1,20 CanPrecede 119,1240,20,,,,,,,,
7572,20,0,No,0,,1299,1323,1256,1351,,,,,,
7573,119,0,No,0,,1240,,,,,,,,,
7575,362,0,No,0,,1240,,,,,,,,,
7576,310,0,No,0,,20,1240,1299,,,,,,,
7577,254,0,No,0,,1094,1164,664,1097,1085,1074,1242,605,77,1089
7579,20,0,No,0,,785,599,436,317,1106,627,11,1100,795,261
7580,119,0,Yes,1,190 CanPrecede 119,1385,1278,35,250,190,1236,642,,,
7581,20,0,No,0,,1240,,,,,,,,,
7582,611,0,No,0,,,,,,,,,,,
7583,119,0,No,0,,1127,1095,126,1072,1067,1052,1103,546,602,1114
7585,611,0,No,0,,1058,551,257,,,,,,,
7586,264,0,No,0,,1062,593,391,53,90,333,773,805,369,410
7588,264,0,No,0,,1329,1257,,,,,,,,
7589,20,0,No,0,,1282,1310,33,125,1253,626,826,312,30,32
7590,119,0,No,0,,1312,,,,,,,,,
7591,264,0,No,0,,349,128,655,553,680,148,217,564,40,638
7594,362,0,No,0,,225,443,516,755,570,571,176,323,258,554
7595,787,0,No,0,,35,662,1077,89,1267,1246,207,1039,,
7597,20,0,Yes,1,20 PeerOf 345,696,705,345,434,115,791,610,272,1111,378
7598,362,0,No,0,,,,,,,,,,,
7599,89,0,No,0,,242,527,1331,807,1272,184,,,,
7601,119,0,No,0,,1329,,,,,,,,,
7602,399,0,No,0,,49,42,93,44,46,55,45,38,663,797
7603,20,0,No,0,,121,157,689,230,83,15,1038,109,122,117
7605,20,0,No,0,,,,,,,,,,,
7609,119,0,No,0,,,,,,,,,,,
7610,20,0,Yes,1,Same weakness,1240,20,,,,,,,,
7611,20,0,No,0,,1320,520,502,1248,1260,1209,34,1247,539,1295
7613,254,0,No,0,,1123,315,330,160,653,162,1055,1296,164,404
7614,119,0,No,0,,1065,619,298,92,1119,1092,201,776,150,23
7615,20,0,No,0,,12,468,218,132,423,608,247,292,769,525
7617,254,0,No,0,,1296,95,382,1087,908,183,563,314,673,57
7619,119,0,No,0,,1126,1091,1090,603,785,1052,532,772,317,179
7620,264,0,No,0,,1342,34,1243,262,1235,31,244,312,1248,641
7621,264,0,No,0,,690,1107,82,202,375,583,428,1057,64,467
7622,399,0,No,0,,1326,1223,1389,828,319,650,942,639,1297,1338
7623,264,0,No,0,,50,185,835,548,657,56,596,54,48,51
7624,362,0,Yes,1,362 and 1281 are siblings,616,1281,308,1393,28,26,80,246,621,196
7625,264,0,No,0,,40,1078,39,341,447,267,1324,613,229,545
7626,476,0,No,0,,,,,,,,,,,
7627,772,0,No,0,,1301,1331,1289,338,1282,1391,197,601,1193,1234
7628,200,0,No,0,,,,,,,,,,,
7630,20,0,No,0,,,,,,,,,,,
7631,125,0,No,0,,22,1273,1326,828,1389,838,1223,639,,
7633,310,0,No,0,,1250,1007,,,,,,,,
7634,732,0,No,0,,1240,,,,,,,,,
7636,732,0,No,0,,1054,1070,111,1064,1312,558,1071,370,415,637
7637,264,0,No,0,,749,1096,590,1102,72,615,86,383,243,1050
7638,264,0,No,0,,785,599,1106,1091,317,436,313,772,622,540
7639,254,0,No,0,,655,680,553,128,217,349,564,108,148,545
7641,476,0,No,0,,1240,,,,,,,,,
7642,22,0,Yes,1,20 CanPrecede 22,1240,20,,,,,,,,
7644,200,0,No,0,,,,,,,,,,,
7645,416,0,No,0,,1240,20,,,,,,,,
7646,310,0,No,0,,37,47,628,194,93,654,531,42,49,46
7647,399,0,No,0,,391,1296,216,155,314,910,8,788,623,476
7648,119,0,No,0,,,,,,,,,,,
7649,310,0,No,0,,,,,,,,,,,
7650,200,0,Yes,1,201 ChildOf 200,1119,1092,1093,1065,298,619,776,92,201,1118
7651,119,0,No,0,,316,667,527,863,184,911,925,567,917,
7652,119,0,No,0,,377,1241,276,346,231,172,237,390,342,340
7653,399,0,No,0,,179,1090,1091,1127,772,1103,603,1025,1052,622
7654,285,0,Yes,1,285 and 1191 are siblings,226,1338,79,94,831,1221,1273,1326,1191,22
7656,399,0,No,0,,1076,436,1100,318,147,1068,36,1106,6,1101
7657,532,0,No,0,,1282,32,76,1229,1193,512,29,30,912,33
7658,362,0,Yes,1,Same weakness,1251,113,362,916,798,,,,,
7659,200,0,No,0,,,,,,,,,,,
7660,20,0,No,0,,,,,,,,,,,
7661,264,0,No,0,,1224,1022,1220,1316,1314,200,1231,,,
7662,362,0,No,0,,,,,,,,,,,
7663,119,0,No,0,,,,,,,,,,,
7664,125,0,No,0,,1273,297,226,22,1338,79,,,,
7665,399,0,No,0,,,,,,,,,,,
7666,119,0,Yes,1,788 ChildOf 119,314,623,477,391,430,410,788,8,487,425
7667,20,0,Yes,1,20 ChildOf 707,612,312,764,1342,707,262,921,626,31,451
7669,20,0,No,0,,,,,,,,,,,
7670,399,0,No,0,,1326,1389,319,1223,1297,611,942,,,
7671,362,0,No,0,,1282,32,365,1266,1310,30,912,29,1115,1193
7672,119,0,No,0,,79,831,1221,,,,,,,
7673,254,0,No,0,,250,1278,1232,1385,1283,209,502,35,1236,190
7674,476,0,No,0,,1240,,,,,,,,,
7675,189,0,No,0,,,,,,,,,,,
7676,362,0,No,0,,1240,,,,,,,,,
7677,362,0,Yes,1,362 and 834 are siblings,598,1057,530,583,202,683,467,1394,834,1058
7678,416,0,No,0,,1385,1278,1204,1245,,,,,,
7679,119,0,No,0,,,,,,,,,,,
7680,264,0,No,0,,148,564,685,128,545,286,40,655,39,108
7681,17,0,No,0,,1330,1341,327,1291,1336,259,1292,301,1250,
7682,79,0,No,0,,1224,1314,1231,1316,1022,1268,1220,479,200,591
7683,189,0,No,0,,,,,,,,,,,
7684,119,0,No,0,,567,106,1004,667,1049,917,213,616,1315,1047
7685,362,0,No,0,,245,86,615,582,586,1041,590,1262,243,1096
7686,119,0,No,0,,1221,831,226,1317,830,79,1191,1318,1338,94
7687,20,0,No,0,,,,,,,,,,,
7689,189,0,No,0,,1299,,,,,,,,,
7692,119,0,No,0,,433,605,1284,478,1312,396,463,1074,1242,1054
7694,119,0,No,0,,,,,,,,,,,
7695,189,0,No,0,,,,,,,,,,,
7696,772,0,No,0,,,,,,,,,,,
7697,264,0,No,0,,598,1057,530,64,1058,1394,683,551,202,583
7698,119,0,No,0,,626,30,312,29,707,1235,33,612,647,552
7699,190,0,No,0,,1311,1274,1302,,,,,,,
7700,77,0,No,0,,1240,,,,,,,,,
7703,20,0,No,0,,564,148,286,685,303,545,128,1078,39,40
7704,369,0,No,0,,1311,1274,1252,1317,1290,1302,,,,
7705,264,0,No,0,,1064,1070,1054,111,1312,1073,415,433,558,396
7706,200,0,Yes,1,200 and 488 are siblings,488,648,250,1260,1320,1232,1278,1385,520,502
7707,119,0,No,0,,598,530,1057,467,64,428,690,1058,1061,551
7708,20,0,No,0,,1119,146,23,1092,1093,141,1065,92,1118,619
7709,399,0,No,0,,590,749,383,615,243,1041,565,368,586,245
7710,190,0,No,0,,,,,,,,,,,
7711,200,0,Yes,2,"200 and 1282 are siblings, 200 and 552 are siblings",1282,32,186,30,27,29,552,912,1115,757
7713,125,0,No,0,,31,1342,244,34,1295,641,626,1235,1243,1248
7714,119,0,No,0,,,,,,,,,,,
7717,20,0,Yes,1,1284 ChildOf 20,605,1284,1094,433,102,1242,1074,1097,1089,664
7719,20,0,No,0,,95,183,216,1112,382,391,314,910,908,8
7720,20,0,Yes,1,Same weakness,1240,20,,,,,,,,
7721,254,0,No,0,,,,,,,,,,,
7722,189,0,No,0,,,,,,,,,,,
7723,119,0,No,0,,1301,1289,1331,1286,837,1234,527,1282,501,601
7725,189,0,No,0,,1224,1339,,,,,,,,
7726,20,0,No,0,,92,1065,1118,1119,1092,595,776,924,298,653
7727,399,0,No,0,,,,,,,,,,,
7728,119,0,No,0,,494,221,52,333,585,1098,593,410,395,391
7730,20,0,No,0,,587,117,708,311,473,159,152,153,349,5
7731,362,0,No,0,,1312,111,558,1070,415,1064,616,457,370,1071
