Index,CWE,Vulnerable,relation-with-Top-3,#relevant-top-3,relations,TP,TN,FP,FN,Extra FN,similar-id-1,similar-id-2,similar-id-3
9217,119,1,No,0,,,,,Yes,,,,
9218,119,1,No,0,,,,,Yes,,,,
9219,20,1,No,0,,,,,Yes,,,,
9220,476,1,No,0,,,,,Yes,,,,
9222,20,1,No,0,,,,,,Yes,1240,,
9223,20,1,No,0,,,,,Yes,,,,
9224,20,1,No,0,,,,,Yes,,,,
9227,119,1,No,0,,,,,Yes,,,,
9229,369,1,No,0,,,,,Yes,,,,
9233,787,1,No,0,,,,,Yes,,,,
9234,787,1,No,0,,,,,Yes,,,,
9235,787,1,No,0,,,,,Yes,,,,
9236,284,1,No,0,,,,,Yes,,,,
9237,284,1,No,0,,,,,Yes,,,,
9239,284,1,No,0,,,,,Yes,,,,
9240,284,1,No,0,,,,,Yes,,,,
9241,190,1,No,0,,,,,Yes,,,,
9242,787,1,No,0,,,,,Yes,,,,
9243,787,1,No,0,,,,,Yes,,,,
9246,476,1,No,0,,,,,Yes,,,,
9247,787,1,No,0,,,,,Yes,,,,
9249,119,1,No,0,,,,,Yes,,,,
9250,787,1,No,0,,,,,Yes,,,,
9251,119,1,No,0,,,,,Yes,,,,
9252,20,1,No,0,,,,,Yes,,,,
9253,20,1,No,0,,,,,,Yes,1125,777,1049
9255,125,1,No,0,,,,,Yes,,,,
9256,22,1,No,0,,,,,Yes,,,,
9257,22,1,No,0,,,,,Yes,,,,
9258,476,1,No,0,,,,,Yes,,,,
9259,772,1,No,0,,,,,Yes,,,,
9260,125,1,No,0,,,,,,Yes,86,145,66
9262,772,1,No,0,,,,,Yes,,,,
9263,190,1,No,0,,,,,Yes,,,,
9264,772,1,No,0,,,,,,Yes,1299,1323,1256
9265,190,1,No,0,,,,,Yes,,,,
9266,200,1,No,0,,,,,Yes,,,,
9267,476,1,No,0,,,,,,Yes,567,1125,667
9268,119,1,No,0,,,,,Yes,,,,
9271,416,1,No,0,,,,,Yes,,,,
9272,119,1,No,0,,,,,Yes,,,,
9273,772,1,No,0,,,,,Yes,,,,
9274,20,1,No,0,,,,,Yes,,,,
9275,125,1,No,0,,,,,Yes,,,,
9276,476,1,No,0,,,,,Yes,,,,
9277,476,1,No,0,,,,,Yes,,,,
9278,119,1,No,0,,,,,,Yes,1330,,
9279,787,1,No,0,,,,,Yes,,,,
9280,400,1,No,0,,,,,Yes,,,,
9281,400,1,No,0,,,,,,Yes,1323,1351,1299
9283,787,1,No,0,,,,,Yes,,,,
9284,20,1,No,0,,,,,Yes,,,,
9286,119,1,No,0,,,,,Yes,,,,
9287,119,1,No,0,,,,,,Yes,1299,1323,1256
9288,416,1,No,0,,,,,,Yes,626,30,312
9289,416,1,No,0,,,,,Yes,,,,
9290,416,1,No,0,,,,,Yes,,,,
9291,416,1,No,0,,,,,Yes,,,,
9292,416,1,No,0,,,,,Yes,,,,
9293,416,1,No,0,,,,,,Yes,1240,,
9294,416,1,No,0,,,,,Yes,,,,
9295,416,1,No,0,,,,,,Yes,1295,34,577
9297,416,1,No,0,,,,,Yes,,,,
9298,416,1,No,0,,,,,Yes,,,,
9299,416,1,No,0,,,,,,Yes,1240,,
9300,190,1,No,0,,,,,Yes,,,,
9301,190,1,No,0,,,,,Yes,,,,
9302,125,1,No,0,,,,,,Yes,476,391,487
9303,125,1,No,0,,,,,Yes,,,,
9304,20,1,No,0,,,,,Yes,,,,
9305,119,1,No,0,,,,,Yes,,,,
9306,772,1,No,0,,,,,Yes,,,,
9310,78,1,No,0,,,,,Yes,,,,
9311,476,1,No,0,,,,,Yes,,,,
9312,125,1,No,0,,,,,Yes,,,,
9314,125,1,No,0,,,,,Yes,,,,
9315,119,1,No,0,,,,,Yes,,,,
9316,119,1,No,0,,,,,Yes,,,,
9317,119,1,No,0,,,,,Yes,,,,
9318,119,1,No,0,,,,,Yes,,,,
9319,119,1,No,0,,,,,Yes,,,,
9320,119,1,No,0,,,,,Yes,,,,
9321,119,1,No,0,,,,,,Yes,1240,,
9324,119,1,No,0,,,,,,Yes,1240,,
9327,125,1,No,0,,,,,Yes,,,,
9328,362,1,No,0,,,,,Yes,,,,
9329,362,1,No,0,,,,,Yes,,,,
9330,20,1,No,0,,,,,Yes,,,,
9331,200,1,No,0,,,,,Yes,,,,
9332,119,1,No,0,,,,,Yes,,,,
9335,20,1,No,0,,,,,Yes,,,,
9337,119,1,No,0,,,,,Yes,,,,
9339,476,1,No,0,,,,,Yes,,,,
9340,78,1,No,0,,,,,,Yes,396,605,433
9341,200,1,No,0,,,,,Yes,,,,
9345,20,1,No,0,,,,,Yes,,,,
9346,20,1,No,0,,,,,Yes,,,,
9347,119,1,No,0,,,,,Yes,,,,
9349,119,1,No,0,,,,,Yes,,,,
9350,119,1,No,0,,,,,,Yes,404,665,1123
9351,119,1,No,0,,,,,,Yes,1330,1341,
9352,119,1,No,0,,,,,,Yes,1240,,
9353,119,1,No,0,,,,,Yes,,,,
9354,119,1,No,0,,,,,Yes,,,,
9355,119,1,No,0,,,,,,Yes,1299,1323,1256
9356,119,1,No,0,,,,,Yes,,,,
9357,119,1,No,0,,,,,Yes,,,,
9358,119,1,No,0,,,,,,Yes,1299,1323,1256
9359,119,1,Yes,1,1339 CanPrecede 119,Yes,,,,,1268,1339,
9360,119,1,No,0,,,,,Yes,,,,
9361,119,1,No,0,,,,,Yes,,,,
9362,119,1,No,0,,,,,Yes,,,,
9363,345,1,No,0,,,,,Yes,,,,
9364,119,1,No,0,,,,,Yes,,,,
9365,119,1,No,0,,,,,Yes,,,,
9366,20,1,No,0,,,,,,Yes,615,1041,1050
9367,20,1,No,0,,,,,,Yes,1084,761,597
9368,20,1,No,0,,,,,Yes,,,,
9370,20,1,No,0,,,,,,Yes,1240,,
9371,20,1,No,0,,,,,Yes,,,,
9372,20,1,No,0,,,,,Yes,,,,
9373,20,1,No,0,,,,,Yes,,,,
9374,20,1,No,0,,,,,Yes,,,,
9375,20,1,No,0,,,,,,Yes,1240,,
9376,20,1,No,0,,,,,,Yes,1240,,
9377,20,1,No,0,,,,,Yes,,,,
9378,20,1,No,0,,,,,Yes,,,,
9379,20,1,No,0,,,,,Yes,,,,
9380,20,1,No,0,,,,,Yes,,,,
9381,20,1,No,0,,,,,Yes,,,,
9382,20,1,No,0,,,,,Yes,,,,
9383,20,1,No,0,,,,,,Yes,1274,1252,
9384,20,1,No,0,,,,,,Yes,1240,,
9385,20,1,No,0,,,,,,Yes,190,1278,35
9386,20,1,No,0,,,,,Yes,,,,
9387,20,1,No,0,,,,,Yes,,,,
9388,20,1,No,0,,,,,Yes,,,,
9389,20,1,No,0,,,,,Yes,,,,
9390,200,1,No,0,,,,,Yes,,,,
9392,20,1,No,0,,,,,Yes,,,,
9393,119,1,No,0,,,,,Yes,,,,
9394,119,1,No,0,,,,,Yes,,,,
9446,200,1,No,0,,,,,Yes,,,,
9447,200,1,No,0,,,,,,Yes,1256,,
9448,674,1,No,0,,,,,Yes,,,,
9449,674,1,No,0,,,,,Yes,,,,
9450,311,1,No,0,,,,,Yes,,,,
9451,311,1,No,0,,,,,Yes,,,,
9454,200,1,No,0,,,,,Yes,,,,
9455,330,1,Yes,1,334 ChildOf 330,Yes,,,,,560,270,334
9456,330,1,No,0,,,,,Yes,,,,
9457,330,1,No,0,,,,,Yes,,,,
9461,119,1,No,0,,,,,Yes,,,,
9463,200,1,No,0,,,,,,Yes,1248,31,
9464,200,1,No,0,,,,,Yes,,,,
9465,787,1,No,0,,,,,Yes,,,,
9469,20,1,No,0,,,,,Yes,,,,
9470,20,1,No,0,,,,,Yes,,,,
9471,119,1,No,0,,,,,Yes,,,,
9472,119,1,No,0,,,,,Yes,,,,
9474,119,1,No,0,,,,,,Yes,1240,,
9475,119,1,No,0,,,,,Yes,,,,
9476,59,1,No,0,,,,,Yes,,,,
9477,59,1,No,0,,,,,Yes,,,,
9478,20,1,No,0,,,,,,Yes,1240,,
9480,119,1,No,0,,,,,Yes,,,,
9481,119,1,No,0,,,,,Yes,,,,
9482,362,1,No,0,,,,,,Yes,1240,,
9483,200,1,No,0,,,,,Yes,,,,
9486,284,1,No,0,,,,,,Yes,1240,,
9487,119,1,No,0,,,,,Yes,,,,
9488,119,1,No,0,,,,,Yes,,,,
9489,119,1,No,0,,,,,Yes,,,,
9490,119,1,No,0,,,,,Yes,,,,
9491,20,1,No,0,,,,,Yes,,,,
9494,119,1,No,0,,,,,Yes,,,,
9506,190,1,No,0,,,,,,Yes,1299,1351,
9507,190,1,No,0,,,,,,Yes,1299,1256,
9508,190,1,No,0,,,,,Yes,,,,
9509,190,1,No,0,,,,,Yes,,,,
9510,190,1,No,0,,,,,Yes,,,,
9511,190,1,No,0,,,,,Yes,,,,
9512,119,1,No,0,,,,,Yes,,,,
9513,20,1,No,0,,,,,Yes,,,,
9514,119,1,No,0,,,,,Yes,,,,
9515,119,1,No,0,,,,,,Yes,1256,1299,1351
9516,119,1,No,0,,,,,Yes,,,,
9517,119,1,No,0,,,,,Yes,,,,
9518,119,1,No,0,,,,,Yes,,,,
9523,190,1,No,0,,,,,Yes,,,,
9525,200,1,No,0,,,,,Yes,,,,
9526,20,1,No,0,,,,,Yes,,,,
9527,119,1,No,0,,,,,Yes,,,,
9529,125,1,No,0,,,,,Yes,,,,
9530,125,1,No,0,,,,,,Yes,1240,,
9531,119,1,No,0,,,,,Yes,,,,
9532,119,1,No,0,,,,,Yes,,,,
9533,119,1,No,0,,,,,Yes,,,,
9534,119,1,No,0,,,,,Yes,,,,
9535,119,1,No,0,,,,,Yes,,,,
9536,284,1,No,0,,,,,,Yes,1240,,
9538,787,1,No,0,,,,,Yes,,,,
9539,476,1,No,0,,,,,Yes,,,,
9540,362,1,No,0,,,,,Yes,,,,
9541,59,1,No,0,,,,,Yes,,,,
9542,787,1,No,0,,,,,Yes,,,,
9544,119,1,No,0,,,,,Yes,,,,
9545,119,1,No,0,,,,,Yes,,,,
9546,20,1,No,0,,,,,Yes,,,,
9547,20,1,No,0,,,,,Yes,,,,
9548,119,1,No,0,,,,,Yes,,,,
9549,125,1,No,0,,,,,Yes,,,,
9550,119,1,No,0,,,,,Yes,,,,
9554,200,1,No,0,,,,,Yes,,,,
9555,200,1,No,0,,,,,Yes,,,,
9556,200,1,No,0,,,,,Yes,,,,
9557,200,1,No,0,,,,,Yes,,,,
9558,200,1,No,0,,,,,,Yes,1323,,
9560,200,1,No,0,,,,,Yes,,,,
9561,416,1,No,0,,,,,,Yes,1074,1085,1094
9562,416,1,No,0,,,,,Yes,,,,
9563,416,1,No,0,,,,,,Yes,1240,,
9564,400,1,No,0,,,,,Yes,,,,
9565,704,1,No,0,,,,,,Yes,1240,,
9566,200,1,No,0,,,,,Yes,,,,
9567,20,1,No,0,,,,,Yes,,,,
9568,20,1,No,0,,,,,Yes,,,,
9569,20,1,No,0,,,,,Yes,,,,
9570,20,1,No,0,,,,,Yes,,,,
9571,20,1,No,0,,,,,,Yes,612,312,1235
9572,20,1,No,0,,,,,,Yes,925,527,316
9573,20,1,No,0,,,,,,Yes,1283,,
9575,284,1,No,0,,,,,,Yes,1250,328,1007
9576,284,1,No,0,,,,,Yes,,,,
9577,20,1,No,0,,,,,,Yes,1323,1351,
9578,20,1,No,0,,,,,Yes,,,,
9579,125,1,No,0,,,,,Yes,,,,
9580,20,1,No,0,,,,,Yes,,,,
9585,119,1,No,0,,,,,Yes,,,,
9586,119,1,No,0,,,,,Yes,,,,
9587,119,1,No,0,,,,,Yes,,,,
9588,200,1,No,0,,,,,Yes,,,,
9589,200,1,No,0,,,,,,Yes,1299,1323,1256
9590,200,1,No,0,,,,,,Yes,1299,,
9592,20,1,No,0,,,,,,Yes,1240,,
9593,20,1,No,0,,,,,Yes,,,,
9594,20,1,No,0,,,,,,Yes,759,,
9595,20,1,No,0,,,,,Yes,,,,
9596,20,1,No,0,,,,,,Yes,1071,58,1176
9597,20,1,No,0,,,,,Yes,,,,
9598,20,1,No,0,,,,,,Yes,1240,,
9600,119,1,No,0,,,,,Yes,,,,
9601,119,1,No,0,,,,,Yes,,,,
9602,78,1,No,0,,,,,Yes,,,,
9603,369,1,No,0,,,,,Yes,,,,
9618,327,1,No,0,,,,,Yes,,,,
9619,327,1,No,0,,,,,Yes,,,,
9629,20,1,No,0,,,,,Yes,,,,
9631,20,1,No,0,,,,,Yes,,,,
9632,20,1,No,0,,,,,Yes,,,,
9633,20,1,Yes,1,Same weakness,Yes,,,,,1240,20,
9634,20,1,No,0,,,,,Yes,,,,
9637,22,1,No,0,,,,,,Yes,1240,,
9638,22,1,No,0,,,,,Yes,,,,
9639,200,1,No,0,,,,,Yes,,,,
9640,119,1,No,0,,,,,Yes,,,,
9641,119,1,No,0,,,,,Yes,,,,
9645,20,1,No,0,,,,,Yes,,,,
9646,20,1,No,0,,,,,Yes,,,,
9647,119,1,No,0,,,,,Yes,,,,
9648,119,1,No,0,,,,,Yes,,,,
9649,94,1,No,0,,,,,Yes,,,,
9650,119,1,No,0,,,,,,Yes,1176,,
9651,20,1,No,0,,,,,Yes,,,,
9653,119,1,No,0,,,,,Yes,,,,
9654,119,1,No,0,,,,,Yes,,,,
9655,835,1,No,0,,,,,,Yes,1240,,
9656,20,1,No,0,,,,,,Yes,14,121,122
9657,20,1,No,0,,,,,,Yes,14,121,122
9658,416,1,No,0,,,,,,Yes,226,,
9659,416,1,No,0,,,,,Yes,,,,
9660,190,1,No,0,,,,,Yes,,,,
9661,415,1,No,0,,,,,Yes,,,,
9662,134,1,No,0,,,,,Yes,,,,
9663,134,1,No,0,,,,,,Yes,1240,,
9664,134,1,No,0,,,,,Yes,,,,
9666,134,1,No,0,,,,,Yes,,,,
9669,134,1,No,0,,,,,Yes,,,,
9670,134,1,No,0,,,,,,Yes,1261,,
9671,134,1,No,0,,,,,,Yes,1240,,
9672,134,1,No,0,,,,,Yes,,,,
9673,134,1,No,0,,,,,Yes,,,,
9674,134,1,No,0,,,,,Yes,,,,
9675,134,1,No,0,,,,,Yes,,,,
9676,134,1,No,0,,,,,,Yes,1224,,
9678,134,1,No,0,,,,,,Yes,1240,,
9679,125,1,No,0,,,,,Yes,,,,
9680,200,1,No,0,,,,,Yes,,,,
9681,119,1,No,0,,,,,Yes,,,,
9682,119,1,No,0,,,,,Yes,,,,
9683,20,1,No,0,,,,,,Yes,1069,546,474
9684,20,1,No,0,,,,,Yes,,,,
9685,20,1,No,0,,,,,Yes,,,,
9686,20,1,No,0,,,,,Yes,,,,
9687,22,1,No,0,,,,,,Yes,1240,,
9689,20,1,No,0,,,,,,Yes,316,527,567
9693,119,1,No,0,,,,,Yes,,,,
9695,190,1,No,0,,,,,Yes,,,,
9696,190,1,No,0,,,,,Yes,,,,
9697,190,1,No,0,,,,,Yes,,,,
9698,190,1,No,0,,,,,Yes,,,,
9699,190,1,No,0,,,,,,Yes,312,1193,1235
9700,190,1,No,0,,,,,Yes,,,,
9701,190,1,No,0,,,,,Yes,,,,
9702,20,1,No,0,,,,,,Yes,583,690,375
9703,20,1,No,0,,,,,Yes,,,,
9704,20,1,No,0,,,,,,Yes,527,316,925
9705,20,1,No,0,,,,,,Yes,468,12,608
9706,20,1,No,0,,,,,,Yes,97,311,491
9707,20,1,No,0,,,,,,Yes,917,667,1116
9708,20,1,No,0,,,,,,Yes,705,434,696
9709,20,1,Yes,1,1286 ChildOf 20,Yes,,,,,1331,1286,1234
9710,20,1,No,0,,,,,Yes,,,,
9711,20,1,No,0,,,,,,Yes,314,8,477
9712,20,1,No,0,,,,,,Yes,35,1267,1246
9713,20,1,No,0,,,,,,Yes,1235,312,34
9714,20,1,No,0,,,,,,Yes,528,607,687
9715,20,1,No,0,,,,,Yes,,,,
9716,119,1,No,0,,,,,Yes,,,,
9717,125,1,No,0,,,,,Yes,,,,
9718,125,1,No,0,,,,,Yes,,,,
9719,125,1,No,0,,,,,Yes,,,,
9721,119,1,No,0,,,,,,Yes,1282,24,918
9722,119,1,No,0,,,,,,Yes,35,89,1039
9723,20,1,No,0,,,,,Yes,,,,
9724,20,1,No,0,,,,,Yes,,,,
9725,20,1,No,0,,,,,,Yes,1256,,
9726,20,1,No,0,,,,,,Yes,1222,,
9727,20,1,No,0,,,,,Yes,,,,
9728,20,1,No,0,,,,,Yes,,,,
9729,20,1,No,0,,,,,Yes,,,,
9730,20,1,Yes,1,20 and 116 are siblings,Yes,,,,,1268,116,
9731,20,1,No,0,,,,,Yes,,,,
9732,20,1,No,0,,,,,,Yes,1058,1086,1122
9733,20,1,No,0,,,,,Yes,,,,
9734,20,1,No,0,,,,,,Yes,1123,330,315
9735,20,1,No,0,,,,,,Yes,572,467,1058
9736,190,1,Yes,1,1339 PeerOf 190,Yes,,,,,1224,1220,1339
9737,20,1,No,0,,,,,Yes,,,,
9738,190,1,No,0,,,,,Yes,,,,
9739,20,1,No,0,,,,,,Yes,1224,1316,1022
9740,20,1,No,0,,,,,,Yes,1193,576,1282
9741,20,1,No,0,,,,,Yes,,,,
9742,20,1,No,0,,,,,Yes,,,,
9743,20,1,No,0,,,,,,Yes,1331,1234,1048
9744,20,1,No,0,,,,,Yes,,,,
9745,20,1,No,0,,,,,Yes,,,,
9746,20,1,No,0,,,,,Yes,,,,
9748,732,1,No,0,,,,,Yes,,,,
9749,125,1,No,0,,,,,Yes,,,,
9750,125,1,No,0,,,,,Yes,,,,
9751,125,1,No,0,,,,,Yes,,,,
9752,125,1,No,0,,,,,,Yes,88,,
9753,125,1,No,0,,,,,,Yes,1064,1054,1073
9754,125,1,No,0,,,,,Yes,,,,
9755,125,1,No,0,,,,,,Yes,1323,,
9756,125,1,No,0,,,,,Yes,,,,
9757,125,1,No,0,,,,,Yes,,,,
9758,125,1,No,0,,,,,Yes,,,,
9759,125,1,No,0,,,,,Yes,,,,
9760,125,1,No,0,,,,,Yes,,,,
9761,125,1,No,0,,,,,Yes,,,,
9762,331,1,No,0,,,,,Yes,,,,
9764,119,1,No,0,,,,,,Yes,615,86,245
9765,20,1,No,0,,,,,,Yes,1339,1224,591
9766,20,1,No,0,,,,,Yes,,,,
9767,20,1,No,0,,,,,Yes,,,,
9768,20,1,No,0,,,,,Yes,,,,
9769,20,1,No,0,,,,,Yes,,,,
9770,20,1,No,0,,,,,Yes,,,,
9771,20,1,No,0,,,,,,Yes,35,,
9772,20,1,No,0,,,,,Yes,,,,
9773,476,1,No,0,,,,,,Yes,1385,35,1328
9775,119,1,No,0,,,,,Yes,,,,
9776,119,1,No,0,,,,,Yes,,,,
9777,119,1,No,0,,,,,Yes,,,,
9778,119,1,No,0,,,,,,Yes,1125,,
9779,119,1,No,0,,,,,Yes,,,,
9780,119,1,No,0,,,,,Yes,,,,
9781,119,1,No,0,,,,,Yes,,,,
9782,119,1,No,0,,,,,Yes,,,,
9783,119,1,No,0,,,,,Yes,,,,
9784,119,1,No,0,,,,,Yes,,,,
9785,119,1,No,0,,,,,Yes,,,,
9786,119,1,No,0,,,,,Yes,,,,
9787,119,1,No,0,,,,,Yes,,,,
9788,119,1,No,0,,,,,Yes,,,,
9789,119,1,No,0,,,,,Yes,,,,
9790,119,1,No,0,,,,,Yes,,,,
9791,119,1,No,0,,,,,Yes,,,,
9792,119,1,No,0,,,,,Yes,,,,
9793,119,1,No,0,,,,,,Yes,488,,
9794,119,1,No,0,,,,,Yes,,,,
9797,119,1,No,0,,,,,Yes,,,,
9798,476,1,No,0,,,,,Yes,,,,
9799,22,1,No,0,,,,,Yes,,,,
9800,22,1,No,0,,,,,Yes,,,,
9805,20,1,No,0,,,,,Yes,,,,
9806,20,1,No,0,,,,,Yes,,,,
9807,20,1,No,0,,,,,Yes,,,,
9808,20,1,No,0,,,,,,Yes,35,,
9809,20,1,No,0,,,,,Yes,,,,
9810,20,1,No,0,,,,,,Yes,1351,,
9818,362,1,No,0,,,,,Yes,,,,
9819,362,1,No,0,,,,,,Yes,1240,,
9820,362,1,No,0,,,,,Yes,,,,
9821,362,1,No,0,,,,,,Yes,1240,,
9822,362,1,No,0,,,,,,Yes,1240,,
9825,362,1,No,0,,,,,,Yes,1240,,
9826,362,1,No,0,,,,,,Yes,1240,,
9827,362,1,No,0,,,,,,Yes,1240,20,
9828,362,1,No,0,,,,,,Yes,1240,,
9829,362,1,No,0,,,,,Yes,,,,
9830,362,1,Yes,1,Same weakness,Yes,,,,,1251,362,359
9831,362,1,No,0,,,,,Yes,,,,
9832,362,1,No,0,,,,,,Yes,1315,1104,134
9833,362,1,No,0,,,,,Yes,,,,
9834,362,1,No,0,,,,,,Yes,1311,1290,1302
9835,362,1,Yes,1,362 and 799 are siblings,Yes,,,,,184,527,799
9836,362,1,No,0,,,,,,Yes,1240,,
9837,362,1,No,0,,,,,,Yes,1240,,
9838,362,1,No,0,,,,,,Yes,1240,,
9839,362,1,No,0,,,,,,Yes,1240,,
9840,362,1,No,0,,,,,Yes,,,,
9841,362,1,No,0,,,,,Yes,,,,
9842,362,1,No,0,,,,,,Yes,1240,,
9843,362,1,No,0,,,,,,Yes,316,184,527
9844,362,1,No,0,,,,,,Yes,619,92,766
9845,362,1,No,0,,,,,,Yes,707,626,612
9846,362,1,No,0,,,,,,Yes,31,34,244
9847,362,1,No,0,,,,,Yes,,,,
9848,362,1,No,0,,,,,,Yes,1240,,
9849,362,1,No,0,,,,,,Yes,1240,,
9850,362,1,No,0,,,,,Yes,,,,
9851,362,1,No,0,,,,,,Yes,1240,,
9852,362,1,No,0,,,,,Yes,,,,
9853,362,1,No,0,,,,,,Yes,1240,,
9854,362,1,No,0,,,,,,Yes,1240,,
9855,362,1,No,0,,,,,,Yes,1240,,
9856,362,1,Yes,1,662 CanPrecede 362,Yes,,,,,1233,1264,662
9857,362,1,No,0,,,,,,Yes,1240,,
9858,362,1,No,0,,,,,,Yes,1240,,
9859,362,1,No,0,,,,,,Yes,1240,,
9860,362,1,No,0,,,,,,Yes,1240,,
9861,20,1,No,0,,,,,Yes,,,,
9862,20,1,No,0,,,,,Yes,,,,
9863,287,1,No,0,,,,,,Yes,1240,,
9864,287,1,No,0,,,,,,Yes,1240,,
9865,287,1,No,0,,,,,,Yes,1240,,
9866,362,1,No,0,,,,,Yes,,,,
9868,200,1,No,0,,,,,,Yes,1240,,
9872,119,1,No,0,,,,,,Yes,1240,,
9873,119,1,No,0,,,,,,Yes,1240,,
9875,20,1,No,0,,,,,,Yes,1240,,
9884,20,1,No,0,,,,,Yes,,,,
9896,119,1,Yes,1,128 CanPrecede 119,Yes,,,,,128,553,148
9897,119,1,No,0,,,,,,Yes,1329,,
9905,119,1,No,0,,,,,,Yes,1240,,
9906,119,1,No,0,,,,,,Yes,226,1221,830
9907,119,1,No,0,,,,,Yes,,,,
9920,119,1,No,0,,,,,Yes,,,,
9921,119,1,No,0,,,,,,Yes,662,329,207
9922,119,1,No,0,,,,,Yes,,,,
9923,119,1,No,0,,,,,Yes,,,,
9924,119,1,No,0,,,,,,Yes,1240,,
9927,20,1,No,0,,,,,,Yes,1282,626,125
9928,119,1,No,0,,,,,,Yes,1240,,
9929,119,1,No,0,,,,,Yes,,,,
9935,200,1,No,0,,,,,Yes,,,,
9936,200,1,No,0,,,,,,Yes,436,11,1076
9937,200,1,No,0,,,,,,Yes,111,1070,558
9938,200,1,No,0,,,,,Yes,,,,
9939,200,1,No,0,,,,,Yes,,,,
9940,200,1,No,0,,,,,Yes,,,,
9941,200,1,No,0,,,,,Yes,,,,
9942,89,1,No,0,,,,,Yes,,,,
9943,89,1,No,0,,,,,Yes,,,,
9944,89,1,No,0,,,,,,Yes,759,1233,843
9947,20,1,No,0,,,,,,Yes,1240,,
9948,20,1,No,0,,,,,Yes,,,,
9949,20,1,No,0,,,,,Yes,,,,
9950,20,1,No,0,,,,,Yes,,,,
9951,20,1,No,0,,,,,Yes,,,,
9979,119,1,No,0,,,,,,Yes,1240,,
9980,20,1,No,0,,,,,,Yes,1122,551,1086
9981,20,1,No,0,,,,,,Yes,1240,,
9982,119,1,No,0,,,,,,Yes,1240,,
9983,119,1,No,0,,,,,Yes,,,,
10073,20,1,No,0,,,,,,Yes,1330,,
10075,20,1,No,0,,,,,Yes,,,,
10076,119,1,No,0,,,,,Yes,,,,
10077,119,1,No,0,,,,,Yes,,,,
10089,362,1,No,0,,,,,,Yes,1240,,
10093,362,1,No,0,,,,,,Yes,626,707,612
10094,362,1,No,0,,,,,,Yes,1007,328,1250
10095,362,1,No,0,,,,,,Yes,502,1320,1209
10096,362,1,No,0,,,,,,Yes,612,312,1235
10097,362,1,No,0,,,,,Yes,,,,
10098,362,1,No,0,,,,,,Yes,531,93,42
10099,362,1,No,0,,,,,,Yes,1391,1282,576
10105,119,1,No,0,,,,,,Yes,482,491,97
10106,119,1,No,0,,,,,Yes,,,,
10110,200,1,No,0,,,,,,Yes,113,1329,916
10111,20,1,No,0,,,,,,Yes,1240,,
10112,20,1,No,0,,,,,,Yes,1240,,
10113,200,1,No,0,,,,,Yes,,,,
10119,119,1,No,0,,,,,,Yes,1240,,
10121,119,1,No,0,,,,,Yes,,,,
10123,362,1,No,0,,,,,,Yes,1240,,
10124,362,1,No,0,,,,,,Yes,1022,1224,1316
10125,119,1,No,0,,,,,Yes,,,,
10126,119,1,No,0,,,,,Yes,,,,
10127,119,1,No,0,,,,,Yes,,,,
10130,20,1,No,0,,,,,Yes,,,,
10132,119,1,No,0,,,,,Yes,,,,
10133,119,1,No,0,,,,,Yes,,,,
10134,20,1,No,0,,,,,Yes,,,,
10137,119,1,No,0,,,,,Yes,,,,
10138,119,1,No,0,,,,,Yes,,,,
10141,119,1,No,0,,,,,Yes,,,,
10142,119,1,No,0,,,,,,Yes,1317,1274,1252
10143,119,1,No,0,,,,,Yes,,,,
10144,119,1,No,0,,,,,Yes,,,,
10147,119,1,No,0,,,,,,Yes,1240,,
10148,20,1,No,0,,,,,,Yes,1240,,
10151,20,1,Yes,1,1289 ChildOf 20,Yes,,,,,1301,1289,197
10152,20,1,No,0,,,,,,Yes,94,1221,226
10153,20,1,No,0,,,,,Yes,,,,
10154,20,1,No,0,,,,,Yes,,,,
10155,20,1,No,0,,,,,Yes,,,,
10156,20,1,No,0,,,,,,Yes,1282,1310,1193
10157,20,1,No,0,,,,,,Yes,34,1248,263
10161,20,1,No,0,,,,,Yes,,,,
10163,119,1,No,0,,,,,,Yes,1240,,
10164,119,1,No,0,,,,,Yes,,,,
10165,119,1,No,0,,,,,,Yes,1240,,
10166,20,1,No,0,,,,,,Yes,1240,,
10168,200,1,No,0,,,,,Yes,,,,
10169,200,1,No,0,,,,,Yes,,,,
10170,119,1,No,0,,,,,,Yes,1326,1389,828
10171,119,1,No,0,,,,,,Yes,1240,,
10172,119,1,No,0,,,,,,Yes,1240,,
10173,119,1,No,0,,,,,,Yes,34,1295,244
10194,119,1,No,0,,,,,,Yes,1240,,
10195,119,1,No,0,,,,,,Yes,1240,,
10201,20,1,No,0,,,,,Yes,,,,
10202,119,1,No,0,,,,,Yes,,,,
10203,119,1,No,0,,,,,Yes,,,,
10204,119,1,No,0,,,,,Yes,,,,
10205,119,1,No,0,,,,,Yes,,,,
10206,119,1,No,0,,,,,Yes,,,,
10207,119,1,No,0,,,,,Yes,,,,
10208,119,1,No,0,,,,,Yes,,,,
10209,119,1,No,0,,,,,Yes,,,,
10210,119,1,No,0,,,,,Yes,,,,
10211,119,1,No,0,,,,,,Yes,1299,,
10212,119,1,No,0,,,,,Yes,,,,
10213,119,1,No,0,,,,,Yes,,,,
10214,119,1,No,0,,,,,Yes,,,,
10215,20,1,No,0,,,,,,Yes,35,1328,1204
10217,119,1,No,0,,,,,Yes,,,,
10223,20,1,No,0,,,,,,Yes,1240,,
10224,20,1,No,0,,,,,,Yes,1329,,
